Initial dataset: DatasetDict({
    train: Dataset({
        features: ['text', 'labels'],
        num_rows: 4508785
    })
    validation: Dataset({
        features: ['text', 'labels'],
        num_rows: 3000
    })
    test: Dataset({
        features: ['text', 'labels'],
        num_rows: 3003
    })
})
Sample before tokenization: {'text': 'Resumption of the session', 'labels': 'Wiederaufnahme der Sitzungsperiode'}
{'loss': 9.7622, 'grad_norm': 43.38770294189453, 'learning_rate': 4.9929027679205115e-05, 'epoch': 0.0}
{'loss': 0.4596, 'grad_norm': 0.06621071696281433, 'learning_rate': 2.0759403832505324e-05, 'epoch': 0.58}
{'loss': 0.4827, 'grad_norm': 0.05080053210258484, 'learning_rate': 2.0688431511710433e-05, 'epoch': 0.59}
{'loss': 0.4496, 'grad_norm': 0.049454525113105774, 'learning_rate': 2.0617459190915546e-05, 'epoch': 0.59}
{'loss': 0.4625, 'grad_norm': 0.051367826759815216, 'learning_rate': 2.0546486870120655e-05, 'epoch': 0.59}
{'loss': 0.4611, 'grad_norm': 0.04034639522433281, 'learning_rate': 2.0475514549325765e-05, 'epoch': 0.59}
{'loss': 0.4629, 'grad_norm': 0.06075827032327652, 'learning_rate': 2.0404542228530874e-05, 'epoch': 0.59}
{'loss': 0.4329, 'grad_norm': 0.061963483691215515, 'learning_rate': 2.0333569907735983e-05, 'epoch': 0.59}
{'loss': 0.4629, 'grad_norm': 0.048002615571022034, 'learning_rate': 2.0262597586941093e-05, 'epoch': 0.59}
{'loss': 0.4463, 'grad_norm': 0.07242006808519363, 'learning_rate': 2.0191625266146205e-05, 'epoch': 0.6}
{'loss': 0.4477, 'grad_norm': 0.057723578065633774, 'learning_rate': 2.0120652945351315e-05, 'epoch': 0.6}
{'loss': 0.4972, 'grad_norm': 0.05896636098623276, 'learning_rate': 2.0049680624556424e-05, 'epoch': 0.6}
{'loss': 0.4584, 'grad_norm': 0.049046460539102554, 'learning_rate': 1.9978708303761533e-05, 'epoch': 0.6}
{'eval_loss': 0.6157331466674805, 'eval_sacrebleu_score': 8.709974372346803, 'eval_sacrebleu_counts': [17828, 9355, 5492, 3358], 'eval_sacrebleu_totals': [30605, 29526, 28447, 27368], 'eval_sacrebleu_precisions': [58.25191962097696, 31.68393957867642, 19.30607796955742, 12.26980415083309], 'eval_sacrebleu_bp': 0.3387244927395249, 'eval_sacrebleu_sys_len': 30605, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.19544094189583225, 'eval_rouge_rouge2': 0.10812314258659439, 'eval_rouge_rougeL': 0.17722247152925769, 'eval_rouge_rougeLsum': 0.17701762075522517, 'eval_meteor_meteor': 0.1851326709599446, 'eval_runtime': 133.6962, 'eval_samples_per_second': 22.439, 'eval_steps_per_second': 1.406, 'epoch': 0.6}
{'loss': 0.4526, 'grad_norm': 0.055176250636577606, 'learning_rate': 1.9907735982966643e-05, 'epoch': 0.6}
{'loss': 0.4222, 'grad_norm': 0.055990077555179596, 'learning_rate': 1.9836763662171752e-05, 'epoch': 0.6}
{'loss': 0.4602, 'grad_norm': 0.05918139964342117, 'learning_rate': 1.976579134137686e-05, 'epoch': 0.6}
{'loss': 0.4532, 'grad_norm': 0.055358465760946274, 'learning_rate': 1.9694819020581974e-05, 'epoch': 0.61}
{'loss': 0.448, 'grad_norm': 0.05909177288413048, 'learning_rate': 1.9623846699787083e-05, 'epoch': 0.61}
{'loss': 0.4654, 'grad_norm': 0.05141393840312958, 'learning_rate': 1.9552874378992196e-05, 'epoch': 0.61}
{'loss': 0.43, 'grad_norm': 0.044394057244062424, 'learning_rate': 1.9481902058197306e-05, 'epoch': 0.61}
{'loss': 0.4505, 'grad_norm': 0.05828933045268059, 'learning_rate': 1.9410929737402415e-05, 'epoch': 0.61}
{'loss': 0.4444, 'grad_norm': 0.044797658920288086, 'learning_rate': 1.9339957416607524e-05, 'epoch': 0.61}
{'loss': 0.4584, 'grad_norm': 0.046395692974328995, 'learning_rate': 1.9268985095812634e-05, 'epoch': 0.61}
{'loss': 0.4634, 'grad_norm': 0.06225326657295227, 'learning_rate': 1.9198012775017743e-05, 'epoch': 0.62}
{'loss': 0.4733, 'grad_norm': 0.06484193354845047, 'learning_rate': 1.9127040454222852e-05, 'epoch': 0.62}
{'loss': 0.4536, 'grad_norm': 0.05158165097236633, 'learning_rate': 1.9056068133427965e-05, 'epoch': 0.62}
{'loss': 0.4437, 'grad_norm': 0.06000632047653198, 'learning_rate': 1.8985095812633074e-05, 'epoch': 0.62}
{'loss': 0.4466, 'grad_norm': 0.0587196983397007, 'learning_rate': 1.8914123491838184e-05, 'epoch': 0.62}
{'loss': 0.4654, 'grad_norm': 0.052581340074539185, 'learning_rate': 1.8843151171043293e-05, 'epoch': 0.62}
{'loss': 0.4439, 'grad_norm': 0.056964751332998276, 'learning_rate': 1.8772178850248402e-05, 'epoch': 0.62}
{'loss': 0.4396, 'grad_norm': 0.05037560313940048, 'learning_rate': 1.870120652945351e-05, 'epoch': 0.63}
{'loss': 0.4356, 'grad_norm': 0.051719363778829575, 'learning_rate': 1.8630234208658624e-05, 'epoch': 0.63}
{'loss': 0.4863, 'grad_norm': 0.059769414365291595, 'learning_rate': 1.8559261887863734e-05, 'epoch': 0.63}
{'loss': 0.4561, 'grad_norm': 0.06782949715852737, 'learning_rate': 1.8488289567068846e-05, 'epoch': 0.63}
{'loss': 0.4265, 'grad_norm': 0.03940854221582413, 'learning_rate': 1.8417317246273956e-05, 'epoch': 0.63}
{'loss': 0.4357, 'grad_norm': 0.046705543994903564, 'learning_rate': 1.8346344925479065e-05, 'epoch': 0.63}
{'loss': 0.4438, 'grad_norm': 0.06446339190006256, 'learning_rate': 1.8275372604684174e-05, 'epoch': 0.63}
{'loss': 0.4921, 'grad_norm': 0.051759589463472366, 'learning_rate': 1.8204400283889284e-05, 'epoch': 0.64}
{'loss': 0.4556, 'grad_norm': 0.07087063044309616, 'learning_rate': 1.8133427963094393e-05, 'epoch': 0.64}
{'loss': 0.4433, 'grad_norm': 0.043592359870672226, 'learning_rate': 1.8062455642299502e-05, 'epoch': 0.64}
{'loss': 0.4416, 'grad_norm': 0.04923698678612709, 'learning_rate': 1.7991483321504615e-05, 'epoch': 0.64}
{'loss': 0.4255, 'grad_norm': 0.05644949898123741, 'learning_rate': 1.7920511000709725e-05, 'epoch': 0.64}
{'loss': 0.4847, 'grad_norm': 0.05539413169026375, 'learning_rate': 1.7849538679914834e-05, 'epoch': 0.64}
{'loss': 0.4432, 'grad_norm': 0.053361646831035614, 'learning_rate': 1.7778566359119943e-05, 'epoch': 0.64}
{'loss': 0.4422, 'grad_norm': 0.04773338884115219, 'learning_rate': 1.7707594038325053e-05, 'epoch': 0.65}
{'loss': 0.4354, 'grad_norm': 0.065182164311409, 'learning_rate': 1.7636621717530162e-05, 'epoch': 0.65}
{'loss': 0.4545, 'grad_norm': 0.06222428381443024, 'learning_rate': 1.7565649396735275e-05, 'epoch': 0.65}
{'loss': 0.4615, 'grad_norm': 0.04755258932709694, 'learning_rate': 1.7494677075940384e-05, 'epoch': 0.65}
{'loss': 0.4698, 'grad_norm': 0.0571991465985775, 'learning_rate': 1.7423704755145497e-05, 'epoch': 0.65}
{'loss': 0.4586, 'grad_norm': 0.0681782215833664, 'learning_rate': 1.7352732434350606e-05, 'epoch': 0.65}
{'loss': 0.4549, 'grad_norm': 0.053451865911483765, 'learning_rate': 1.7281760113555715e-05, 'epoch': 0.65}
{'loss': 0.4487, 'grad_norm': 0.06068925932049751, 'learning_rate': 1.7210787792760825e-05, 'epoch': 0.66}
{'loss': 0.4623, 'grad_norm': 0.06321161985397339, 'learning_rate': 1.7139815471965934e-05, 'epoch': 0.66}
{'loss': 0.4581, 'grad_norm': 0.04820382967591286, 'learning_rate': 1.7068843151171043e-05, 'epoch': 0.66}
{'loss': 0.4586, 'grad_norm': 0.05050018057227135, 'learning_rate': 1.6997870830376153e-05, 'epoch': 0.66}
{'loss': 0.4464, 'grad_norm': 0.05385065823793411, 'learning_rate': 1.6926898509581265e-05, 'epoch': 0.66}
{'loss': 0.4538, 'grad_norm': 0.04828659072518349, 'learning_rate': 1.6855926188786375e-05, 'epoch': 0.66}
{'loss': 0.446, 'grad_norm': 0.061692215502262115, 'learning_rate': 1.6784953867991484e-05, 'epoch': 0.66}
{'loss': 0.4288, 'grad_norm': 0.05835284665226936, 'learning_rate': 1.6713981547196593e-05, 'epoch': 0.67}
{'loss': 0.4484, 'grad_norm': 0.05596662685275078, 'learning_rate': 1.6643009226401703e-05, 'epoch': 0.67}
{'loss': 0.46, 'grad_norm': 0.052643220871686935, 'learning_rate': 1.6572036905606812e-05, 'epoch': 0.67}
{'loss': 0.4556, 'grad_norm': 0.05552921071648598, 'learning_rate': 1.6501064584811925e-05, 'epoch': 0.67}
{'loss': 0.4416, 'grad_norm': 0.04657197743654251, 'learning_rate': 1.6430092264017034e-05, 'epoch': 0.67}
{'loss': 0.4626, 'grad_norm': 0.06403086334466934, 'learning_rate': 1.6359119943222147e-05, 'epoch': 0.67}
{'loss': 0.4426, 'grad_norm': 0.046092208474874496, 'learning_rate': 1.6288147622427256e-05, 'epoch': 0.67}
{'loss': 0.4863, 'grad_norm': 0.05756388604640961, 'learning_rate': 1.6217175301632366e-05, 'epoch': 0.68}
{'loss': 0.4261, 'grad_norm': 0.050751324743032455, 'learning_rate': 1.6146202980837475e-05, 'epoch': 0.68}
{'loss': 0.466, 'grad_norm': 0.05635519698262215, 'learning_rate': 1.6075230660042584e-05, 'epoch': 0.68}
{'loss': 0.4371, 'grad_norm': 0.055350955575704575, 'learning_rate': 1.6004258339247694e-05, 'epoch': 0.68}
{'loss': 0.4572, 'grad_norm': 0.058511048555374146, 'learning_rate': 1.5933286018452803e-05, 'epoch': 0.68}
{'loss': 0.415, 'grad_norm': 0.04367068037390709, 'learning_rate': 1.5862313697657912e-05, 'epoch': 0.68}
{'loss': 0.4478, 'grad_norm': 0.06868301331996918, 'learning_rate': 1.5791341376863025e-05, 'epoch': 0.68}
{'loss': 0.4522, 'grad_norm': 0.048843659460544586, 'learning_rate': 1.5720369056068134e-05, 'epoch': 0.69}
{'loss': 0.4492, 'grad_norm': 0.054859012365341187, 'learning_rate': 1.5649396735273244e-05, 'epoch': 0.69}
{'loss': 0.4376, 'grad_norm': 0.04222466051578522, 'learning_rate': 1.5578424414478353e-05, 'epoch': 0.69}
{'loss': 0.4431, 'grad_norm': 0.04685430973768234, 'learning_rate': 1.5507452093683462e-05, 'epoch': 0.69}
{'loss': 0.4534, 'grad_norm': 0.05403835326433182, 'learning_rate': 1.5436479772888575e-05, 'epoch': 0.69}
{'loss': 0.4583, 'grad_norm': 0.06387963891029358, 'learning_rate': 1.5365507452093684e-05, 'epoch': 0.69}
{'loss': 0.4498, 'grad_norm': 0.04587136581540108, 'learning_rate': 1.5294535131298797e-05, 'epoch': 0.69}
{'loss': 0.4733, 'grad_norm': 0.050889790058135986, 'learning_rate': 1.5223562810503905e-05, 'epoch': 0.7}
{'loss': 0.4424, 'grad_norm': 0.06822589784860611, 'learning_rate': 1.5152590489709014e-05, 'epoch': 0.7}
{'loss': 0.4422, 'grad_norm': 0.06711629778146744, 'learning_rate': 1.5081618168914125e-05, 'epoch': 0.7}
{'loss': 0.4048, 'grad_norm': 0.05405523255467415, 'learning_rate': 1.5010645848119234e-05, 'epoch': 0.7}
{'eval_loss': 0.6156995892524719, 'eval_sacrebleu_score': 8.790609050744807, 'eval_sacrebleu_counts': [17875, 9393, 5518, 3385], 'eval_sacrebleu_totals': [30728, 29644, 28560, 27476], 'eval_sacrebleu_precisions': [58.171700078104664, 31.686007286466065, 19.320728291316527, 12.319842771873635], 'eval_sacrebleu_bp': 0.34155998261521286, 'eval_sacrebleu_sys_len': 30728, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.1958906154354027, 'eval_rouge_rouge2': 0.10852371059911911, 'eval_rouge_rougeL': 0.17763055851788578, 'eval_rouge_rougeLsum': 0.17746712423168942, 'eval_meteor_meteor': 0.1857379721377163, 'eval_runtime': 133.9257, 'eval_samples_per_second': 22.4, 'eval_steps_per_second': 1.404, 'epoch': 0.7}
{'loss': 0.4592, 'grad_norm': 0.052492428570985794, 'learning_rate': 1.4939673527324344e-05, 'epoch': 0.7}
{'loss': 0.4408, 'grad_norm': 0.04544030502438545, 'learning_rate': 1.4868701206529453e-05, 'epoch': 0.7}
{'loss': 0.4597, 'grad_norm': 0.050544481724500656, 'learning_rate': 1.4797728885734563e-05, 'epoch': 0.7}
{'loss': 0.4581, 'grad_norm': 0.04410620778799057, 'learning_rate': 1.4726756564939675e-05, 'epoch': 0.71}
{'loss': 0.456, 'grad_norm': 0.06471533328294754, 'learning_rate': 1.4655784244144785e-05, 'epoch': 0.71}
{'loss': 0.4424, 'grad_norm': 0.05137152597308159, 'learning_rate': 1.4584811923349896e-05, 'epoch': 0.71}
{'loss': 0.4776, 'grad_norm': 0.05714789032936096, 'learning_rate': 1.4513839602555005e-05, 'epoch': 0.71}
{'loss': 0.4598, 'grad_norm': 0.061320558190345764, 'learning_rate': 1.4442867281760114e-05, 'epoch': 0.71}
{'loss': 0.4439, 'grad_norm': 0.04287700727581978, 'learning_rate': 1.4371894960965224e-05, 'epoch': 0.71}
{'loss': 0.4436, 'grad_norm': 0.05196816474199295, 'learning_rate': 1.4300922640170333e-05, 'epoch': 0.71}
{'loss': 0.4593, 'grad_norm': 0.05755377188324928, 'learning_rate': 1.4229950319375442e-05, 'epoch': 0.72}
{'loss': 0.4338, 'grad_norm': 0.05920975282788277, 'learning_rate': 1.4158977998580555e-05, 'epoch': 0.72}
{'loss': 0.4344, 'grad_norm': 0.04822061210870743, 'learning_rate': 1.4088005677785664e-05, 'epoch': 0.72}
{'loss': 0.4397, 'grad_norm': 0.04837864637374878, 'learning_rate': 1.4017033356990775e-05, 'epoch': 0.72}
{'loss': 0.4367, 'grad_norm': 0.05892935395240784, 'learning_rate': 1.3946061036195885e-05, 'epoch': 0.72}
{'loss': 0.4417, 'grad_norm': 0.04635324701666832, 'learning_rate': 1.3875088715400994e-05, 'epoch': 0.72}
{'loss': 0.4553, 'grad_norm': 0.04772947356104851, 'learning_rate': 1.3804116394606103e-05, 'epoch': 0.72}
{'loss': 0.4652, 'grad_norm': 0.05549246445298195, 'learning_rate': 1.3733144073811213e-05, 'epoch': 0.73}
{'loss': 0.4231, 'grad_norm': 0.056876037269830704, 'learning_rate': 1.3662171753016322e-05, 'epoch': 0.73}
{'loss': 0.4594, 'grad_norm': 0.06663297116756439, 'learning_rate': 1.3591199432221435e-05, 'epoch': 0.73}
{'loss': 0.4572, 'grad_norm': 0.05604524165391922, 'learning_rate': 1.3520227111426544e-05, 'epoch': 0.73}
{'loss': 0.4449, 'grad_norm': 0.05406304821372032, 'learning_rate': 1.3449254790631655e-05, 'epoch': 0.73}
{'loss': 0.4699, 'grad_norm': 0.04877066984772682, 'learning_rate': 1.3378282469836764e-05, 'epoch': 0.73}
{'loss': 0.4282, 'grad_norm': 0.05783342197537422, 'learning_rate': 1.3307310149041874e-05, 'epoch': 0.73}
{'loss': 0.4132, 'grad_norm': 0.05431903153657913, 'learning_rate': 1.3236337828246983e-05, 'epoch': 0.74}
{'loss': 0.4506, 'grad_norm': 0.050273265689611435, 'learning_rate': 1.3165365507452093e-05, 'epoch': 0.74}
{'loss': 0.4683, 'grad_norm': 0.05123294144868851, 'learning_rate': 1.3094393186657205e-05, 'epoch': 0.74}
{'loss': 0.4401, 'grad_norm': 0.047221649438142776, 'learning_rate': 1.3023420865862315e-05, 'epoch': 0.74}
{'loss': 0.4605, 'grad_norm': 0.05540153384208679, 'learning_rate': 1.2952448545067426e-05, 'epoch': 0.74}
{'loss': 0.4228, 'grad_norm': 0.07181786000728607, 'learning_rate': 1.2881476224272535e-05, 'epoch': 0.74}
{'loss': 0.4904, 'grad_norm': 0.06714532524347305, 'learning_rate': 1.2810503903477644e-05, 'epoch': 0.74}
{'loss': 0.4525, 'grad_norm': 0.04514744505286217, 'learning_rate': 1.2739531582682754e-05, 'epoch': 0.75}
{'loss': 0.4172, 'grad_norm': 0.04903769493103027, 'learning_rate': 1.2668559261887863e-05, 'epoch': 0.75}
{'loss': 0.4632, 'grad_norm': 0.048650480806827545, 'learning_rate': 1.2597586941092972e-05, 'epoch': 0.75}
{'loss': 0.4653, 'grad_norm': 0.054810989648103714, 'learning_rate': 1.2526614620298085e-05, 'epoch': 0.75}
{'loss': 0.4372, 'grad_norm': 0.059693872928619385, 'learning_rate': 1.2455642299503194e-05, 'epoch': 0.75}
{'loss': 0.4668, 'grad_norm': 0.05105634406208992, 'learning_rate': 1.2384669978708305e-05, 'epoch': 0.75}
{'loss': 0.4472, 'grad_norm': 0.05572015047073364, 'learning_rate': 1.2313697657913415e-05, 'epoch': 0.75}
{'loss': 0.4422, 'grad_norm': 0.048556070774793625, 'learning_rate': 1.2242725337118524e-05, 'epoch': 0.76}
{'loss': 0.4719, 'grad_norm': 0.06851664185523987, 'learning_rate': 1.2171753016323633e-05, 'epoch': 0.76}
{'loss': 0.439, 'grad_norm': 0.052756816148757935, 'learning_rate': 1.2100780695528744e-05, 'epoch': 0.76}
{'loss': 0.4669, 'grad_norm': 0.05726315826177597, 'learning_rate': 1.2029808374733854e-05, 'epoch': 0.76}
{'loss': 0.4893, 'grad_norm': 0.05603755638003349, 'learning_rate': 1.1958836053938965e-05, 'epoch': 0.76}
{'loss': 0.4529, 'grad_norm': 0.059493403881788254, 'learning_rate': 1.1887863733144074e-05, 'epoch': 0.76}
{'loss': 0.4467, 'grad_norm': 0.07725086063146591, 'learning_rate': 1.1816891412349185e-05, 'epoch': 0.76}
{'loss': 0.4648, 'grad_norm': 0.06333202868700027, 'learning_rate': 1.1745919091554295e-05, 'epoch': 0.77}
{'loss': 0.4835, 'grad_norm': 0.0533442348241806, 'learning_rate': 1.1674946770759404e-05, 'epoch': 0.77}
{'loss': 0.4552, 'grad_norm': 0.049260757863521576, 'learning_rate': 1.1603974449964515e-05, 'epoch': 0.77}
{'loss': 0.4401, 'grad_norm': 0.040516532957553864, 'learning_rate': 1.1533002129169624e-05, 'epoch': 0.77}
{'loss': 0.4457, 'grad_norm': 0.0520038865506649, 'learning_rate': 1.1462029808374734e-05, 'epoch': 0.77}
{'loss': 0.4575, 'grad_norm': 0.053160130977630615, 'learning_rate': 1.1391057487579845e-05, 'epoch': 0.77}
{'loss': 0.4614, 'grad_norm': 0.06577073037624359, 'learning_rate': 1.1320085166784956e-05, 'epoch': 0.77}
{'loss': 0.4669, 'grad_norm': 0.05217091366648674, 'learning_rate': 1.1249112845990065e-05, 'epoch': 0.78}
{'loss': 0.4548, 'grad_norm': 0.05947369709610939, 'learning_rate': 1.1178140525195174e-05, 'epoch': 0.78}
{'loss': 0.4847, 'grad_norm': 0.062253545969724655, 'learning_rate': 1.1107168204400284e-05, 'epoch': 0.78}
{'loss': 0.4494, 'grad_norm': 0.05745544284582138, 'learning_rate': 1.1036195883605395e-05, 'epoch': 0.78}
{'loss': 0.4845, 'grad_norm': 0.05553879961371422, 'learning_rate': 1.0965223562810504e-05, 'epoch': 0.78}
{'loss': 0.4505, 'grad_norm': 0.06845462322235107, 'learning_rate': 1.0894251242015615e-05, 'epoch': 0.78}
{'loss': 0.4367, 'grad_norm': 0.07078283280134201, 'learning_rate': 1.0823278921220724e-05, 'epoch': 0.78}
{'loss': 0.4565, 'grad_norm': 0.05094663426280022, 'learning_rate': 1.0752306600425835e-05, 'epoch': 0.78}
{'loss': 0.4684, 'grad_norm': 0.06687507778406143, 'learning_rate': 1.0681334279630945e-05, 'epoch': 0.79}
{'loss': 0.4794, 'grad_norm': 0.056292515248060226, 'learning_rate': 1.0610361958836054e-05, 'epoch': 0.79}
{'loss': 0.4664, 'grad_norm': 0.05271323025226593, 'learning_rate': 1.0539389638041163e-05, 'epoch': 0.79}
{'loss': 0.4486, 'grad_norm': 0.054551076143980026, 'learning_rate': 1.0468417317246274e-05, 'epoch': 0.79}
{'loss': 0.4558, 'grad_norm': 0.05057371035218239, 'learning_rate': 1.0397444996451384e-05, 'epoch': 0.79}
{'loss': 0.4555, 'grad_norm': 0.058726564049720764, 'learning_rate': 1.0326472675656495e-05, 'epoch': 0.79}
{'loss': 0.4447, 'grad_norm': 0.061402808874845505, 'learning_rate': 1.0255500354861604e-05, 'epoch': 0.79}
{'loss': 0.4701, 'grad_norm': 0.05405370146036148, 'learning_rate': 1.0184528034066715e-05, 'epoch': 0.8}
{'loss': 0.4298, 'grad_norm': 0.04904993250966072, 'learning_rate': 1.0113555713271825e-05, 'epoch': 0.8}
{'loss': 0.4713, 'grad_norm': 0.05296487733721733, 'learning_rate': 1.0042583392476934e-05, 'epoch': 0.8}
{'loss': 0.4376, 'grad_norm': 0.07742180675268173, 'learning_rate': 9.971611071682045e-06, 'epoch': 0.8}
{'eval_loss': 0.6155499219894409, 'eval_sacrebleu_score': 9.313917266391762, 'eval_sacrebleu_counts': [18419, 9652, 5643, 3455], 'eval_sacrebleu_totals': [31702, 30578, 29454, 28330], 'eval_sacrebleu_precisions': [58.100435303766325, 31.56517757865132, 19.158688123854144, 12.195552417931522], 'eval_sacrebleu_bp': 0.36403543428594143, 'eval_sacrebleu_sys_len': 31702, 'eval_sacrebleu_ref_len': 63737, 'eval_rouge_rouge1': 0.20374792163542432, 'eval_rouge_rouge2': 0.11261660975398072, 'eval_rouge_rougeL': 0.1843573756918544, 'eval_rouge_rougeLsum': 0.1842089941965942, 'eval_meteor_meteor': 0.19296420348621648, 'eval_runtime': 133.6236, 'eval_samples_per_second': 22.451, 'eval_steps_per_second': 1.407, 'epoch': 0.8}
{'loss': 0.4716, 'grad_norm': 0.05941014736890793, 'learning_rate': 9.900638750887154e-06, 'epoch': 0.8}
{'loss': 0.4563, 'grad_norm': 0.05480252951383591, 'learning_rate': 9.829666430092265e-06, 'epoch': 0.8}
{'loss': 0.434, 'grad_norm': 0.04579056426882744, 'learning_rate': 9.758694109297375e-06, 'epoch': 0.8}
{'loss': 0.4397, 'grad_norm': 0.05815761536359787, 'learning_rate': 9.687721788502486e-06, 'epoch': 0.81}
{'loss': 0.4757, 'grad_norm': 0.05602189525961876, 'learning_rate': 9.616749467707595e-06, 'epoch': 0.81}
{'loss': 0.4648, 'grad_norm': 0.053402647376060486, 'learning_rate': 9.545777146912704e-06, 'epoch': 0.81}
{'loss': 0.461, 'grad_norm': 0.053957656025886536, 'learning_rate': 9.474804826117814e-06, 'epoch': 0.81}
{'loss': 0.4321, 'grad_norm': 0.056632936000823975, 'learning_rate': 9.403832505322925e-06, 'epoch': 0.81}
{'loss': 0.4637, 'grad_norm': 0.048597946763038635, 'learning_rate': 9.332860184528034e-06, 'epoch': 0.81}
{'loss': 0.4745, 'grad_norm': 0.058424171060323715, 'learning_rate': 9.261887863733145e-06, 'epoch': 0.81}
{'loss': 0.4434, 'grad_norm': 0.056359387934207916, 'learning_rate': 9.190915542938254e-06, 'epoch': 0.82}
{'loss': 0.424, 'grad_norm': 0.04761166125535965, 'learning_rate': 9.119943222143365e-06, 'epoch': 0.82}
{'loss': 0.4452, 'grad_norm': 0.05095969885587692, 'learning_rate': 9.048970901348475e-06, 'epoch': 0.82}
{'loss': 0.4635, 'grad_norm': 0.05629003047943115, 'learning_rate': 8.977998580553584e-06, 'epoch': 0.82}
{'loss': 0.4758, 'grad_norm': 0.057535670697689056, 'learning_rate': 8.907026259758693e-06, 'epoch': 0.82}
{'loss': 0.4542, 'grad_norm': 0.04919800907373428, 'learning_rate': 8.836053938963804e-06, 'epoch': 0.82}
{'loss': 0.4603, 'grad_norm': 0.060176387429237366, 'learning_rate': 8.765081618168915e-06, 'epoch': 0.82}
{'loss': 0.482, 'grad_norm': 0.06090128794312477, 'learning_rate': 8.694109297374025e-06, 'epoch': 0.83}
{'loss': 0.4173, 'grad_norm': 0.05590515583753586, 'learning_rate': 8.623136976579134e-06, 'epoch': 0.83}
{'loss': 0.4087, 'grad_norm': 0.05057944729924202, 'learning_rate': 8.552164655784245e-06, 'epoch': 0.83}
{'loss': 0.4472, 'grad_norm': 0.06040060520172119, 'learning_rate': 8.481192334989355e-06, 'epoch': 0.83}
{'loss': 0.4455, 'grad_norm': 0.05369288846850395, 'learning_rate': 8.410220014194464e-06, 'epoch': 0.83}
{'loss': 0.4627, 'grad_norm': 0.07191527634859085, 'learning_rate': 8.339247693399573e-06, 'epoch': 0.83}
{'loss': 0.4425, 'grad_norm': 0.05228126049041748, 'learning_rate': 8.268275372604684e-06, 'epoch': 0.83}
{'loss': 0.4727, 'grad_norm': 0.05855559930205345, 'learning_rate': 8.197303051809795e-06, 'epoch': 0.84}
{'loss': 0.4488, 'grad_norm': 0.0502784363925457, 'learning_rate': 8.126330731014905e-06, 'epoch': 0.84}
{'loss': 0.4307, 'grad_norm': 0.05405998229980469, 'learning_rate': 8.055358410220016e-06, 'epoch': 0.84}
{'loss': 0.4716, 'grad_norm': 0.060069795697927475, 'learning_rate': 7.984386089425125e-06, 'epoch': 0.84}
{'loss': 0.4348, 'grad_norm': 0.04555277153849602, 'learning_rate': 7.913413768630234e-06, 'epoch': 0.84}
{'loss': 0.461, 'grad_norm': 0.053495172411203384, 'learning_rate': 7.842441447835344e-06, 'epoch': 0.84}
{'loss': 0.4385, 'grad_norm': 0.04862113296985626, 'learning_rate': 7.771469127040455e-06, 'epoch': 0.84}
{'loss': 0.4556, 'grad_norm': 0.054004792124032974, 'learning_rate': 7.700496806245564e-06, 'epoch': 0.85}
{'loss': 0.4626, 'grad_norm': 0.05839807540178299, 'learning_rate': 7.629524485450675e-06, 'epoch': 0.85}
{'loss': 0.4693, 'grad_norm': 0.055489782243967056, 'learning_rate': 7.558552164655784e-06, 'epoch': 0.85}
{'loss': 0.4716, 'grad_norm': 0.05101478099822998, 'learning_rate': 7.4875798438608954e-06, 'epoch': 0.85}
{'loss': 0.448, 'grad_norm': 0.04774383828043938, 'learning_rate': 7.416607523066005e-06, 'epoch': 0.85}
{'loss': 0.4541, 'grad_norm': 0.06127075105905533, 'learning_rate': 7.345635202271114e-06, 'epoch': 0.85}
{'loss': 0.4734, 'grad_norm': 0.06691190600395203, 'learning_rate': 7.274662881476224e-06, 'epoch': 0.85}
{'loss': 0.4654, 'grad_norm': 0.060057383030653, 'learning_rate': 7.203690560681335e-06, 'epoch': 0.86}
{'loss': 0.4632, 'grad_norm': 0.0645366683602333, 'learning_rate': 7.132718239886445e-06, 'epoch': 0.86}
{'loss': 0.4564, 'grad_norm': 0.06504321843385696, 'learning_rate': 7.061745919091555e-06, 'epoch': 0.86}
{'loss': 0.4413, 'grad_norm': 0.056835733354091644, 'learning_rate': 6.990773598296664e-06, 'epoch': 0.86}
{'loss': 0.4453, 'grad_norm': 0.05637459084391594, 'learning_rate': 6.919801277501775e-06, 'epoch': 0.86}
{'loss': 0.4639, 'grad_norm': 0.05894105136394501, 'learning_rate': 6.8488289567068845e-06, 'epoch': 0.86}
{'loss': 0.4697, 'grad_norm': 0.06261837482452393, 'learning_rate': 6.777856635911995e-06, 'epoch': 0.86}
{'loss': 0.4397, 'grad_norm': 0.05190792307257652, 'learning_rate': 6.706884315117104e-06, 'epoch': 0.87}
{'loss': 0.4374, 'grad_norm': 0.054255977272987366, 'learning_rate': 6.635911994322215e-06, 'epoch': 0.87}
{'loss': 0.4286, 'grad_norm': 0.05446619167923927, 'learning_rate': 6.5649396735273244e-06, 'epoch': 0.87}
{'loss': 0.4649, 'grad_norm': 0.06249156594276428, 'learning_rate': 6.493967352732435e-06, 'epoch': 0.87}
{'loss': 0.4627, 'grad_norm': 0.051299087703228, 'learning_rate': 6.422995031937544e-06, 'epoch': 0.87}
